Format Version,1.23,Take Name,Take 2021-08-12 04.33.28 PM,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2021-08-12 04.33.28.985 下午,Capture Start Frame,1153390,Total Frames in Take,1742,Total Exported Frames,1742,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,8.708333,-0.032598,0.357113,-0.053716,-0.931945,-242.286255,101.308105,-109.571648,0.091961,0.292059,0.058936,-0.950143,-243.345718,109.825623,-109.379402,0.014255,0.271126,0.014208,-0.962334,-239.785934,130.775146,-112.405182,-0.112914,0.463587,0.001833,-0.878826,-238.968369,154.064407,-112.865105,-0.007237,0.657814,-0.047379,-0.751654,-242.322128,169.466782,-108.476242,0.038947,0.258656,-0.046574,-0.96406,-235.192917,148.884888,-111.084198,-0.08785,0.334891,0.100795,-0.932722,-221.755676,150.599091,-103.365204,0.215398,0.947907,-0.118045,-0.202834,-199.560013,143.34523,-85.529091,0.171129,0.977073,0.050278,-0.116257,-223.849274,156.782761,-75.697884,0.005734,0.265939,0.049832,-0.962684,-242.330505,149.049118,-115.4562,-0.05046,-0.042282,-0.124281,-0.990061,-255.638809,150.497437,-123.448204,-0.143538,0.845443,-0.00287,0.514407,-284.009613,143.141037,-121.356651,-0.218307,0.884847,0.069594,0.405642,-271.878357,150.076614,-96.803619,0.059229,0.473239,0.079241,-0.875361,-234.547241,102.112602,-102.566017,-0.072225,0.679873,-0.075011,-0.725899,-243.463135,57.236408,-101.25264,-0.006266,0.587708,-0.028817,-0.808536,-234.010696,12.909937,-101.675377,-0.022147,0.58131,-0.033165,-0.812705,-250.025269,100.503609,-116.577278,-0.132463,0.710066,-0.063583,-0.688634,-246.379272,54.877045,-116.460144,-0.039728,0.811623,0.023111,-0.58237,-234.350967,13.189808,-120.225479,-0.020223,0.598748,-0.046594,-0.799326,-248.56308,5.425256,-96.659134,-0.089019,0.81918,-0.034034,-0.565563,-248.970383,6.275598,-125.830986
1046,8.716667,-0.032871,0.347043,-0.054248,-0.935702,-242.27507,101.305641,-109.588661,0.092726,0.279159,0.056743,-0.954071,-243.342514,109.821854,-109.383797,0.013651,0.257174,0.014246,-0.966164,-239.905334,130.772888,-112.514938,-0.113166,0.450329,0.003951,-0.885653,-239.100052,154.062897,-112.958969,-0.007577,0.646123,-0.047657,-0.761706,-242.312714,169.462753,-108.457169,0.037251,0.243927,-0.04651,-0.967961,-235.275009,148.880341,-111.2967,-0.093916,0.31828,0.100967,-0.937914,-221.60675,150.56749,-103.988266,0.213351,0.943324,-0.12677,-0.220341,-198.775543,143.245697,-87.002396,0.173528,0.974742,0.045569,-0.133004,-222.726608,156.772659,-76.327988,0.005839,0.250995,0.050074,-0.966675,-242.53598,149.052017,-115.460266,-0.052961,-0.060027,-0.121961,-0.989302,-256.084412,150.515686,-123.03511,-0.142273,0.854646,0.00009,0.499338,-284.382111,143.238266,-119.924835,-0.216321,0.892117,0.073784,0.389728,-271.370422,150.099792,-95.813828,0.061284,0.46597,0.079471,-0.879091,-234.388763,102.129662,-102.751587,-0.07176,0.677619,-0.074368,-0.728116,-243.398422,57.27948,-101.209679,-0.00658,0.587526,-0.02865,-0.808671,-234.011719,12.914237,-101.672195,-0.022916,0.575162,-0.034023,-0.817011,-250.161392,100.481621,-116.425728,-0.133402,0.706986,-0.063469,-0.691626,-246.410126,54.863503,-116.348328,-0.039952,0.811498,0.02307,-0.582531,-234.354233,13.193644,-120.22979,-0.02038,0.59866,-0.046305,-0.799404,-248.56105,5.424739,-96.654259,-0.089048,0.819178,-0.033882,-0.56557,-248.97287,6.274225,-125.830879
1047,8.725,-0.033273,0.336943,-0.054706,-0.939345,-242.272232,101.307259,-109.60379,0.093664,0.266035,0.054721,-0.95784,-243.347092,109.822166,-109.383621,0.013075,0.242948,0.014359,-0.969845,-240.025497,130.776962,-112.623665,-0.113607,0.436594,0.005646,-0.892439,-239.228226,154.067535,-113.052193,-0.0078,0.633697,-0.047573,-0.772078,-242.308975,169.461624,-108.439842,0.036035,0.229984,-0.046397,-0.97142,-235.357208,148.8815,-111.511612,-0.094055,0.301782,0.103959,-0.943013,-221.48259,150.545319,-104.597328,0.212583,0.938633,-0.132904,-0.23688,-198.086227,143.116028,-88.447746,0.1757,0.972186,0.039999,-0.149612,-221.627975,156.76123,-76.980965,0.006984,0.235104,0.051786,-0.970564,-242.737244,149.061493,-115.459908,-0.056925,-0.077109,-0.120158,-0.988117,-256.521118,150.57756,-122.586441,-0.140973,0.86336,0.002813,0.484488,-284.706757,143.342178,-118.51078,-0.212631,0.899718,0.079165,0.372865,-270.847687,150.13649,-94.854416,0.063219,0.458241,0.079578,-0.882998,-234.242325,102.148544,-102.938118,-0.07124,0.675192,-0.073677,-0.730488,-243.326874,57.321972,-101.166115,-0.006818,0.587355,-0.028437,-0.808801,-234.012268,12.916883,-101.66925,-0.023624,0.568793,-0.034877,-0.821401,-250.302155,100.465981,-116.269455,-0.134544,0.704934,-0.063162,-0.693525,-246.449493,54.856258,-116.229836,-0.040066,0.811378,0.023,-0.582693,-234.355408,13.197491,-120.234108,-0.020176,0.598293,-0.045583,-0.799725,-248.559875,5.425281,-96.649475,-0.089081,0.819166,-0.033882,-0.565582,-248.974274,6.273993,-125.829529
1048,8.733333,-0.033872,0.327233,-0.055165,-0.942724,-242.265182,101.307976,-109.628273,0.093651,0.253423,0.05258,-0.961375,-243.34845,109.82132,-109.389946,0.013105,0.229227,0.014533,-0.973176,-240.160126,130.773117,-112.694641,-0.113553,0.42314,0.007095,-0.898893,-239.360764,154.063416,-113.133881,-0.00822,0.621182,-0.047206,-0.7822,-242.30957,169.456696,-108.433411,0.034754,0.214734,-0.046904,-0.974926,-235.45105,148.874237,-111.70578,-0.074874,0.286164,0.113575,-0.948475,-221.366425,150.532837,-105.228638,0.215993,0.93487,-0.129795,-0.250037,-197.553375,142.943115,-89.777832,0.178218,0.96917,0.034457,-0.166614,-220.558853,156.743668,-77.662155,0.007029,0.221076,0.052159,-0.973835,-242.939499,149.060745,-115.444077,-0.060018,-0.094565,-0.117863,-0.986693,-256.921692,150.596161,-122.168755,-0.139835,0.871717,0.005321,0.469603,-284.963348,143.428329,-117.101082,-0.210335,0.905931,0.084068,0.357745,-270.285858,150.168076,-93.93264,0.06514,0.450894,0.079664,-0.886626,-234.101273,102.164864,-103.129433,-0.070721,0.673309,-0.072976,-0.732345,-243.256027,57.362129,-101.130592,-0.007043,0.587158,-0.028187,-0.808951,-234.015778,12.918413,-101.668182,-0.024175,0.561893,-0.035678,-0.826087,-250.429077,100.451088,-116.127106,-0.135504,0.700928,-0.063322,-0.697373,-246.487503,54.848957,-116.12011,-0.040195,0.811216,0.022868,-0.582915,-234.356506,13.202542,-120.242157,-0.020335,0.598226,-0.045313,-0.799787,-248.561905,5.425688,-96.645805,-0.08899,0.819067,-0.033763,-0.565748,-248.975677,6.272973,-125.829277
1049,8.741667,-0.034275,0.317711,-0.055667,-0.945931,-242.263657,101.309814,-109.641838,0.09419,0.240869,0.050915,-0.964634,-243.354797,109.821739,-109.388824,0.012959,0.215519,0.014338,-0.976308,-240.273315,130.776749,-112.774529,-0.113578,0.409251,0.008921,-0.905281,-239.490555,154.06749,-113.220261,-0.008953,0.60805,-0.047123,-0.792449,-242.292908,169.459213,-108.426048,0.033416,0.200329,-0.046991,-0.97803,-235.541351,148.878082,-111.906158,-0.081338,0.269479,0.113753,-0.952799,-221.270538,150.519913,-105.845665,0.212675,0.929546,-0.138695,-0.267352,-196.915024,142.862411,-91.300377,0.179329,0.966121,0.028235,-0.183451,-219.521454,156.713562,-78.376137,0.007117,0.206555,0.0514,-0.977058,-243.131943,149.065704,-115.432335,-0.063895,-0.111507,-0.114665,-0.985056,-257.310242,150.585861,-121.736786,-0.137819,0.879862,0.006741,0.454756,-285.19043,143.529312,-115.712334,-0.206743,0.912411,0.088473,0.34196,-269.70047,150.203568,-93.047134,0.066785,0.442958,0.079847,-0.890479,-233.972336,102.184425,-103.3088,-0.070176,0.67134,-0.072376,-0.734261,-243.189484,57.404221,-101.102379,-0.007369,0.586837,-0.027918,-0.80919,-234.019547,12.921551,-101.666389,-0.02463,0.555319,-0.036386,-0.830476,-250.554962,100.435196,-115.974876,-0.136511,0.69503,-0.063856,-0.703008,-246.536591,54.839771,-115.997696,-0.040192,0.811073,0.022796,-0.583116,-234.357742,13.206681,-120.250488,-0.020462,0.598319,-0.045013,-0.799731,-248.561996,5.425592,-96.638229,-0.089165,0.81901,-0.034041,-0.565786,-248.978943,6.274921,-125.829575
1050,8.75,-0.03461,0.308249,-0.055782,-0.949038,-242.272354,101.31395,-109.655128,0.094876,0.228275,0.048497,-0.967748,-243.364532,109.825256,-109.386383,0.012537,0.201817,0.01472,-0.979232,-240.421646,130.781525,-112.8638,-0.11354,0.395293,0.010828,-0.911446,-239.631775,154.072235,-113.297592,-0.009417,0.594644,-0.047009,-0.802558,-242.282196,169.462875,-108.414284,0.031435,0.18522,-0.047357,-0.981052,-235.651779,148.877686,-112.102058,-0.068454,0.253345,0.119968,-0.957464,-221.200394,150.507965,-106.482376,0.213817,0.925029,-0.138694,-0.281724,-196.434525,142.738525,-92.709908,0.17888,0.963094,0.022543,-0.199857,-218.503433,156.685532,-79.108719,0.007593,0.191699,0.051831,-0.980055,-243.337936,149.076675,-115.414093,-0.066444,-0.128475,-0.112355,-0.983085,-257.69931,150.615265,-121.284714,-0.136465,0.887868,0.008992,0.439304,-285.371033,143.622513,-114.301048,-0.204147,0.918043,0.092309,0.327109,-269.079285,150.24118,-92.188324,0.068365,0.435303,0.079923,-0.89412,-233.857269,102.199089,-103.488991,-0.069678,0.669784,-0.07181,-0.735784,-243.123444,57.439552,-101.078072,-0.007584,0.586658,-0.027656,-0.809327,-234.019287,12.923777,-101.663948,-0.025366,0.548941,-0.037273,-0.834644,-250.687439,100.42881,-115.821266,-0.137512,0.694422,-0.063254,-0.703469,-246.564819,54.842735,-115.886322,-0.040767,0.810746,0.023223,-0.583515,-234.360626,13.211924,-120.245377,-0.02097,0.59867,-0.04524,-0.799442,-248.560715,5.42716,-96.633812,-0.089643,0.819308,-0.033698,-0.565299,-248.984283,6.280654,-125.818634
1051,8.758333,-0.035056,0.299255,-0.05624,-0.951869,-242.268417,101.314018,-109.666702,0.095485,0.215979,0.046408,-0.970609,-243.367737,109.823906,-109.382736,0.012255,0.188316,0.01483,-0.98192,-240.550476,130.785294,-112.942375,-0.113396,0.381172,0.012415,-0.91744,-239.764099,154.076202,-113.373146,-0.010365,0.58076,-0.047028,-0.81265,-242.267731,169.466293,-108.411316,0.029913,0.170651,-0.047838,-0.983715,-235.754654,148.878998,-112.293053,-0.066951,0.23685,0.122098,-0.961515,-221.143036,150.505569,-107.103088,0.211649,0.920049,-0.14286,-0.297164,-195.932297,142.674469,-94.200142,0.180307,0.959315,0.017631,-0.216547,-217.536072,156.644821,-79.874954,0.008266,0.176869,0.052016,-0.982824,-243.528961,149.084167,-115.392151,-0.068893,-0.144839,-0.109933,-0.980913,-258.060181,150.632706,-120.825974,-0.135104,0.895383,0.010779,0.424171,-285.500702,143.709152,-112.921776,-0.20107,0.923906,0.095758,0.311125,-268.447021,150.282715,-91.371773,0.069775,0.428401,0.07992,-0.897339,-233.73999,102.215324,-103.66069,-0.068907,0.667425,-0.07124,-0.738052,-243.041565,57.473564,-101.06324,-0.007783,0.586437,-0.02744,-0.809492,-234.019821,12.92603,-101.662407,-0.025893,0.541867,-0.037889,-0.83921,-250.796844,100.412712,-115.672722,-0.13855,0.692381,-0.063062,-0.705292,-246.601578,54.833351,-115.782486,-0.040885,0.810594,0.023197,-0.583719,-234.362198,13.216075,-120.251701,-0.021052,0.598678,-0.044997,-0.799448,-248.559326,5.42835,-96.628258,-0.089786,0.819281,-0.033772,-0.56531,-248.986954,6.281737,-125.818253
1052,8.766667,-0.035642,0.290296,-0.056619,-0.954595,-242.266495,101.318695,-109.681274,0.096039,0.203604,0.044709,-0.973305,-243.372208,109.827133,-109.379288,0.012032,0.17466,0.014479,-0.984449,-240.667847,130.781235,-113.011002,-0.112915,0.366865,0.014304,-0.923285,-239.905411,154.072861,-113.445297,-0.011507,0.566722,-0.046897,-0.822493,-242.246582,169.46608,-108.414337,0.028497,0.155858,-0.048376,-0.986183,-235.864929,148.876938,-112.480995,-0.06655,0.220368,0.123631,-0.965259,-221.104309,150.503067,-107.731163,0.208791,0.91469,-0.147552,-0.313013,-195.472855,142.628159,-95.714203,0.179133,0.955953,0.01265,-0.232174,-216.587158,156.603867,-80.656105,0.008499,0.162616,0.052158,-0.985273,-243.722397,149.080414,-115.362862,-0.071262,-0.161493,-0.107231,-0.978439,-258.404053,150.639771,-120.372711,-0.133444,0.902694,0.012014,0.408891,-285.579193,143.797668,-111.535934,-0.198074,0.92943,0.098137,0.295458,-267.784973,150.321716,-90.586456,0.071267,0.419628,0.080183,-0.901335,-233.628372,102.233795,-103.836296,-0.06851,0.666026,-0.070659,-0.739407,-242.982132,57.515156,-101.036072,-0.007995,0.586254,-0.027257,-0.809629,-234.020477,12.927469,-101.660896,-0.026398,0.535447,-0.038529,-0.843277,-250.904602,100.403595,-115.526245,-0.139705,0.691627,-0.062513,-0.705852,-246.636322,54.831123,-115.675545,-0.040876,0.810417,0.023043,-0.583971,-234.363724,13.220737,-120.262337,-0.021044,0.598616,-0.044647,-0.799514,-248.557999,5.427815,-96.623993,-0.089701,0.819226,-0.033858,-0.565399,-248.990509,6.282094,-125.818161
1053,8.775,-0.035904,0.281696,-0.056937,-0.95714,-242.274139,101.320137,-109.68161,0.096608,0.191605,0.042571,-0.975778,-243.383545,109.827637,-109.366928,0.011725,0.161439,0.014664,-0.986704,-240.809662,130.779678,-113.072266,-0.113427,0.352843,0.015743,-0.928649,-240.046906,154.071396,-113.501213,-0.011494,0.552754,-0.046855,-0.831947,-242.251114,169.456238,-108.383453,0.027064,0.140831,-0.048851,-0.988457,-235.984756,148.872406,-112.651291,-0.066636,0.203844,0.124855,-0.96872,-221.086578,150.496948,-108.351807,0.205666,0.909488,-0.151206,-0.32813,-195.06105,142.590851,-97.236099,0.179857,0.951802,0.009418,-0.248267,-215.689331,156.543152,-81.474289,0.009804,0.148227,0.052794,-0.987495,-243.916534,149.082977,-115.321289,-0.072924,-0.177637,-0.10511,-0.975745,-258.735565,150.663315,-119.901657,-0.132071,0.909697,0.014259,0.393454,-285.615479,143.874847,-110.166122,-0.197455,0.93434,0.099901,0.279357,-267.096863,150.343033,-89.828102,0.072434,0.413088,0.08024,-0.904253,-233.533768,102.249504,-103.992973,-0.067843,0.664157,-0.070223,-0.741189,-242.9151,57.547043,-101.031265,-0.008174,0.586016,-0.02708,-0.809806,-234.021408,12.929031,-101.660774,-0.027071,0.529174,-0.039082,-0.84718,-251.014526,100.39077,-115.370239,-0.140723,0.690028,-0.062214,-0.707239,-246.67215,54.82552,-115.576447,-0.041021,0.81025,0.022936,-0.584196,-234.365219,13.225195,-120.269928,-0.021098,0.598592,-0.044429,-0.799543,-248.556488,5.428146,-96.61869,-0.089722,0.81923,-0.033864,-0.565389,-248.992371,6.280849,-125.817703
1054,8.783333,-0.036523,0.273383,-0.057177,-0.95951,-242.285446,101.321495,-109.696289,0.097472,0.179559,0.04097,-0.978049,-243.398911,109.827759,-109.362968,0.011316,0.148051,0.014526,-0.988808,-240.93132,130.780075,-113.14856,-0.112583,0.338575,0.018393,-0.933999,-240.18367,154.072418,-113.569931,-0.013466,0.538685,-0.047326,-0.841069,-242.196274,169.464081,-108.394112,0.02544,0.126509,-0.049026,-0.990427,-236.099274,148.873108,-112.836609,-0.066423,0.187207,0.125803,-0.971965,-221.082214,150.487564,-108.968445,0.202276,0.904031,-0.154863,-0.343262,-194.688293,142.570999,-98.766365,0.177435,0.948306,0.006647,-0.263036,-214.802307,156.487625,-82.314613,0.009768,0.133811,0.052762,-0.989553,-244.100479,149.085541,-115.29052,-0.07618,-0.19347,-0.102312,-0.972779,-259.046387,150.672836,-119.435516,-0.130203,0.916236,0.014487,0.378616,-285.615082,143.957794,-108.833382,-0.193233,0.939672,0.101813,0.263272,-266.41275,150.38797,-89.109253,0.073645,0.406654,0.080174,-0.907073,-233.449036,102.261223,-104.159782,-0.067093,0.661743,-0.069836,-0.74345,-242.848038,57.573994,-101.029144,-0.008413,0.585796,-0.026901,-0.809968,-234.023117,12.930838,-101.660011,-0.027706,0.523499,-0.039749,-0.850647,-251.121857,100.381767,-115.232803,-0.141592,0.689107,-0.061738,-0.708005,-246.698761,54.82452,-115.485451,-0.041106,0.810081,0.022792,-0.584431,-234.366425,13.230139,-120.278847,-0.020753,0.59825,-0.043638,-0.799851,-248.555496,5.427225,-96.614128,-0.089795,0.819235,-0.034033,-0.565361,-248.99437,6.280132,-125.81736
1055,8.791667,-0.037114,0.265353,-0.057473,-0.961721,-242.288559,101.323532,-109.70578,0.097761,0.167715,0.038739,-0.980211,-243.406754,109.828461,-109.354767,0.011057,0.134838,0.014657,-0.990698,-241.07724,130.782608,-113.197708,-0.113013,0.3246,0.020082,-0.938861,-240.330811,154.075043,-113.616226,-0.013732,0.524811,-0.04738,-0.849789,-242.195313,169.458679,-108.361671,0.023633,0.110855,-0.049514,-0.992321,-236.230591,148.873306,-112.997185,-0.063404,0.171199,0.127289,-0.97492,-221.099182,150.487076,-109.603523,0.199712,0.899003,-0.155872,-0.357228,-194.390228,142.556366,-100.269272,0.177618,0.94401,0.005199,-0.277975,-213.981369,156.421112,-83.173622,0.009752,0.120549,0.052834,-0.991252,-244.294327,149.091476,-115.236557,-0.077407,-0.209684,-0.100361,-0.96952,-259.345184,150.687897,-118.978714,-0.129236,0.922566,0.016592,0.363173,-285.552979,144.015884,-107.488297,-0.191702,0.944105,0.104091,0.247145,-265.697418,150.408813,-88.427879,0.074761,0.401127,0.080091,-0.909447,-233.362274,102.274719,-104.31739,-0.066317,0.659808,-0.069426,-0.745276,-242.775513,57.601429,-101.034203,-0.008594,0.585537,-0.026758,-0.810158,-234.025757,12.932128,-101.660957,-0.028073,0.518616,-0.040113,-0.853604,-251.214859,100.372353,-115.09417,-0.142817,0.687815,-0.061534,-0.709032,-246.747513,54.819637,-115.383408,-0.041253,0.809915,0.022693,-0.584655,-234.36792,13.234743,-120.285965,-0.020722,0.598284,-0.043405,-0.799839,-248.555038,5.426662,-96.608894,-0.089722,0.81917,-0.033897,-0.565474,-248.996262,6.279216,-125.816551
1056,8.8,-0.037749,0.257825,-0.057857,-0.963719,-242.294647,101.324776,-109.719421,0.098225,0.155916,0.037514,-0.982158,-243.419174,109.828125,-109.350899,0.010945,0.121496,0.014553,-0.992425,-241.184586,130.782455,-113.249252,-0.112829,0.310475,0.021234,-0.943623,-240.449356,154.07515,-113.673172,-0.01528,0.51058,-0.047203,-0.858397,-242.173004,169.457367,-108.366653,0.022928,0.097686,-0.050021,-0.993695,-236.334045,148.873047,-113.167908,-0.065271,0.15446,0.127658,-0.97754,-221.118576,150.492813,-110.176811,0.195602,0.893791,-0.158615,-0.371106,-194.094772,142.566742,-101.793167,0.177136,0.939498,0.004697,-0.293164,-213.198517,156.350189,-84.058632,0.009903,0.106156,0.052738,-0.992901,-244.455093,149.092606,-115.189423,-0.079332,-0.224883,-0.098287,-0.966164,-259.608032,150.692612,-118.492363,-0.128352,0.9285,0.018375,0.34796,-285.451904,144.063599,-106.182014,-0.190461,0.947913,0.10707,0.231779,-264.970856,150.433075,-87.784752,0.075904,0.395017,0.080085,-0.912023,-233.286804,102.288544,-104.470779,-0.065746,0.658043,-0.068983,-0.746926,-242.718002,57.630943,-101.029541,-0.008844,0.585179,-0.026663,-0.810417,-234.031586,12.936336,-101.664436,-0.028498,0.513778,-0.040497,-0.856493,-251.302475,100.361,-114.968063,-0.143805,0.686536,-0.061328,-0.71009,-246.786911,54.813324,-115.297806,-0.041352,0.809748,0.022589,-0.584883,-234.368729,13.238597,-120.295563,-0.021267,0.598543,-0.043827,-0.799608,-248.555298,5.426453,-96.603004,-0.089724,0.819083,-0.033891,-0.565601,-248.997971,6.278244,-125.817642
1057,8.808333,-0.038028,0.250525,-0.057957,-0.965625,-242.302536,101.327873,-109.725166,0.098826,0.144716,0.035629,-0.983881,-243.427063,109.830666,-109.343948,0.010474,0.108909,0.014461,-0.993891,-241.312592,130.789429,-113.305244,-0.112819,0.296706,0.023584,-0.947988,-240.589401,154.082718,-113.717125,-0.01632,0.496716,-0.047695,-0.866448,-242.139313,169.461258,-108.346764,0.021472,0.083696,-0.05039,-0.994985,-236.462372,148.88028,-113.323044,-0.063436,0.137785,0.128698,-0.980014,-221.168945,150.499695,-110.760033,0.192628,0.888695,-0.159037,-0.384477,-193.874435,142.574005,-103.304436,0.176296,0.934765,0.005736,-0.308384,-212.444183,156.272873,-84.963867,0.010128,0.092818,0.052838,-0.994229,-244.63205,149.101837,-115.137955,-0.080528,-0.240318,-0.096385,-0.962534,-259.867401,150.710602,-118.032204,-0.127524,0.934089,0.021129,0.33282,-285.311035,144.121262,-104.894653,-0.188497,0.951706,0.110864,0.215485,-264.240204,150.450027,-87.171761,0.076877,0.390072,0.079883,-0.914085,-233.217209,102.300262,-104.613411,-0.065051,0.656554,-0.068484,-0.748342,-242.647003,57.653309,-101.032974,-0.009024,0.584861,-0.026522,-0.810649,-234.035278,12.937784,-101.66745,-0.029156,0.509815,-0.040993,-0.858812,-251.387863,100.355484,-114.836922,-0.144484,0.685368,-0.060933,-0.711114,-246.804306,54.814972,-115.215973,-0.041418,0.809571,0.022526,-0.585125,-234.368729,13.243073,-120.302414,-0.02091,0.598153,-0.043135,-0.799947,-248.555161,5.426072,-96.597694,-0.089745,0.819078,-0.03394,-0.565602,-248.999817,6.279516,-125.815605
1058,8.816667,-0.038352,0.243728,-0.058243,-0.967333,-242.309052,101.331856,-109.729301,0.099269,0.133614,0.033651,-0.985475,-243.436935,109.833656,-109.336029,0.010297,0.09629,0.01465,-0.995192,-241.448853,130.789154,-113.34996,-0.112221,0.283014,0.02487,-0.952203,-240.722961,154.082352,-113.761879,-0.017979,0.482492,-0.047273,-0.874439,-242.125458,169.463806,-108.359406,0.019866,0.069295,-0.050797,-0.996104,-236.590271,148.877319,-113.476631,-0.062219,0.121701,0.1292,-0.982153,-221.229416,150.498047,-111.355743,0.189285,0.883648,-0.159239,-0.397468,-193.697266,142.595825,-104.803764,0.175838,0.930019,0.006778,-0.322644,-211.74147,156.188339,-85.87384,0.009927,0.079843,0.053539,-0.995319,-244.803192,149.104828,-115.083649,-0.081555,-0.255791,-0.095197,-0.95857,-260.106079,150.741745,-117.578247,-0.127261,0.939267,0.024537,0.317773,-285.112,144.153122,-103.625191,-0.187564,0.954716,0.115257,0.200134,-263.494568,150.458908,-86.587578,0.07777,0.385362,0.079775,-0.916015,-233.154083,102.315865,-104.745636,-0.064451,0.655171,-0.068085,-0.749641,-242.587234,57.679974,-101.038452,-0.009288,0.584463,-0.026385,-0.810938,-234.039566,12.941271,-101.670959,-0.029566,0.505429,-0.041177,-0.861378,-251.464005,100.347839,-114.712967,-0.145425,0.684412,-0.06079,-0.711854,-246.849014,54.810928,-115.139099,-0.041514,0.809416,0.022441,-0.585336,-234.370514,13.246137,-120.309937,-0.020929,0.598246,-0.042955,-0.799886,-248.553772,5.425566,-96.590912,-0.089716,0.819002,-0.033887,-0.56572,-249.002487,6.278315,-125.815392
1059,8.825,-0.03875,0.237283,-0.058692,-0.968891,-242.315491,101.338341,-109.733559,0.099826,0.122843,0.031579,-0.986888,-243.449783,109.838715,-109.328033,0.009889,0.084006,0.014901,-0.996305,-241.591232,130.788544,-113.39666,-0.11168,0.269451,0.026528,-0.956149,-240.860458,154.081787,-113.797607,-0.019303,0.468309,-0.047112,-0.882097,-242.10527,169.465179,-108.362129,0.019618,0.05594,-0.051341,-0.99692,-236.725403,148.873825,-113.62072,-0.063378,0.105302,0.129667,-0.983911,-221.314117,150.504044,-111.913155,0.185562,0.878333,-0.16018,-0.410414,-193.570297,142.614288,-106.307373,0.176832,0.924717,0.007868,-0.336997,-211.084335,156.102264,-86.802483,0.010422,0.066081,0.053739,-0.996312,-244.975281,149.108475,-115.024544,-0.083862,-0.270568,-0.093478,-0.954475,-260.340118,150.756531,-117.094948,-0.12677,0.944313,0.027363,0.302413,-284.90799,144.179718,-102.378998,-0.186418,0.95736,0.120426,0.184955,-262.734741,150.471634,-86.042526,0.078563,0.381479,0.079435,-0.917601,-233.096725,102.336563,-104.871857,-0.063652,0.653068,-0.067592,-0.751586,-242.51297,57.707069,-101.046516,-0.009452,0.584142,-0.026371,-0.811168,-234.044434,12.943646,-101.675591,-0.030049,0.50224,-0.041489,-0.86321,-251.534241,100.340118,-114.595261,-0.146208,0.6833,-0.060549,-0.712782,-246.874161,54.808189,-115.062271,-0.041657,0.809265,0.022448,-0.585534,-234.371826,13.249341,-120.315208,-0.02077,0.598216,-0.042743,-0.799925,-248.553345,5.424216,-96.585938,-0.089807,0.81896,-0.033837,-0.565768,-249.004822,6.278878,-125.814644
1060,8.833333,-0.038937,0.231301,-0.058937,-0.970315,-242.323883,101.34494,-109.73954,0.100332,0.112241,0.030047,-0.988146,-243.460464,109.844566,-109.324883,0.009396,0.071768,0.014757,-0.997268,-241.708038,130.795105,-113.442184,-0.11183,0.255956,0.028995,-0.95976,-240.99057,154.088989,-113.829597,-0.020292,0.454703,-0.047883,-0.889123,-242.058746,169.465698,-108.337906,0.018422,0.042551,-0.051809,-0.99758,-236.851685,148.8815,-113.761223,-0.0614,0.089093,0.130421,-0.985537,-221.400787,150.517532,-112.467369,0.182472,0.873223,-0.159631,-0.422733,-193.483292,142.642456,-107.777977,0.176247,0.919541,0.009195,-0.351135,-210.45372,156.013748,-87.734039,0.010433,0.05334,0.053611,-0.997082,-245.13356,149.116608,-114.961914,-0.085326,-0.285354,-0.09186,-0.950186,-260.546265,150.766068,-116.637741,-0.126528,0.948928,0.0307,0.287374,-284.648712,144.205765,-101.164261,-0.184269,0.959799,0.126498,0.169789,-261.977509,150.484924,-85.53643,0.079342,0.377395,0.079105,-0.91925,-233.047012,102.353859,-104.99189,-0.062946,0.650994,-0.067139,-0.753483,-242.444962,57.730831,-101.048019,-0.00968,0.583746,-0.026175,-0.811456,-234.047867,12.947357,-101.677284,-0.03051,0.49887,-0.041734,-0.865134,-251.600739,100.336029,-114.487198,-0.146898,0.682317,-0.060408,-0.713594,-246.90213,54.808533,-114.997543,-0.041786,0.809128,0.022456,-0.585715,-234.372849,13.252536,-120.319366,-0.021301,0.598637,-0.043153,-0.799574,-248.552185,5.425893,-96.577492,-0.089941,0.818904,-0.03384,-0.565828,-249.006744,6.279693,-125.813316
